nativity,family,genus,species,species_author,infraspecific_rank,infraspecific_epithet,infraspecific_author,name_minus_authors,name_plus_authors,synonyms,common,TJM1/TJM2,major_clade,endemicity,
NATIVE,Thelypteridaceae,Pelazoneuron,puberulum,,var.,(A.R. Sm.) A.R. Sm. & S.E. Fawc.,(A.R. Sm.) A.R. Sm. & S.E. Fawc.,Pelazoneuron puberulum var. sonorense,Pelazoneuron puberulum (Baker) A.R. Sm. & S.E. Fawc. var. sonorense (A.R. Sm.) A.R. Sm. & S.E. Fawc.,Thelypteris puberula (Baker) C.V. Morton var. sonorensis A.R. Sm.,SONORAN MAIDEN FERN,TJM2,FERNS,,
NATIVE,Woodsiaceae,Woodsia,oregana,D.C. Eaton,,,,Woodsia oregana,Woodsia oregana D.C. Eaton,,NULL,TJM1,FERNS,,
NATIVE,Woodsiaceae,Woodsia,plummerae,Lemmon,,,,Woodsia plummerae,Woodsia plummerae Lemmon,,PLUMMERS WOODSIA,TJM1,FERNS,,
NATIVE,Woodsiaceae,Woodsia,scopulina,D.C. Eaton,,,,Woodsia scopulina,Woodsia scopulina D.C. Eaton,,NULL,TJM1,FERNS,,
NATIVE,Cupressaceae,Callitropsis,nootkatensis,(D. Don) Florin ex D.P. Little,,,,Callitropsis nootkatensis,Callitropsis nootkatensis (D. Don) Florin ex D.P. Little,"Callitropsis nootkatensis (D. Don) Oerst. ex Florin, nom. inval.; Callitropsis nootkatensis (D. Don) Oerst., nom. inval.; Chamaecyparis nootkatensis (D. Don) Spach; Cupressus nootkatensis D. Don; Xanthocyparis nootkatensis (D. Don) Farjon & D.K. Harder, superfl.",ALASKA CEDAR,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Calocedrus,decurrens,(Torr.) Florin,,,,Calocedrus decurrens,Calocedrus decurrens (Torr.) Florin,Libocedrus decurrens Torr.,NULL,TJM1,GYMNOSPERMS,,
NATIVE,Cupressaceae,Chamaecyparis,lawsoniana,(A. Murray bis) Parl.,,,,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana (A. Murray bis) Parl.,Cupressus lawsoniana A. Murray bis,"PORT ORFORD CEDAR, LAWSON CYPRESS",TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,abramsiana,(C.B. Wolf) Bartel,var.,,,Hesperocyparis abramsiana var. abramsiana,Hesperocyparis abramsiana (C.B. Wolf) Bartel var. abramsiana,,NULL,TJM2,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Hesperocyparis,abramsiana,,var.,(Silba) Bartel & R.P. Adams,(Silba) Bartel & R.P. Adams,Hesperocyparis abramsiana var. butanoensis,Hesperocyparis abramsiana (C.B. Wolf) Bartel var. butanoensis (Silba) Bartel & R.P. Adams,Cupressus abramsiana subsp. butanoensis Silba; Cupressus butanoensis (Silba) Malone & Bisbee,NULL,TJM2,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Hesperocyparis,bakeri,(Jeps.) Bartel,,,,Hesperocyparis bakeri,Hesperocyparis bakeri (Jeps.) Bartel,"Callitropsis bakeri (Jeps.) D.P. Little; Cupressus bakeri Jeps.; Cupressus bakeri subsp. bakeri, Modoc cypress; Cupressus bakeri subsp. matthewsii C.B. Wolf, Siskiyou cypress","BAKER CYPRESS, SISKIYOU CYPRESS",TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,forbesii,(Jeps.) Bartel,,,,Hesperocyparis forbesii,Hesperocyparis forbesii (Jeps.) Bartel,Callitropsis forbesii (Jeps.) D.P. Little; Cupressus forbesii Jeps.; Cupressus guadalupensis S. Watson var. forbesii (Jeps.) Little,TECATE CYPRESS,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,goveniana,(Gordon) Bartel,,,,Hesperocyparis goveniana,Hesperocyparis goveniana (Gordon) Bartel,Callitropsis goveniana (Gordon) D.P. Little; Cupressus goveniana Gordon; Cupressus goveniana subsp. gibsonensis Silba; Cupressus goveniana subsp. goveniana,GOWEN CYPRESS,TJM2,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Hesperocyparis,macnabiana,(A. Murray bis) Bartel,,,,Hesperocyparis macnabiana,Hesperocyparis macnabiana (A. Murray bis) Bartel,Callitropsis macnabiana (A. Murray bis) D.P. Little; Cupressus macnabiana A. Murray bis,MCNAB CYPRESS,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,macrocarpa,(Hartw.) Bartel,,,,Hesperocyparis macrocarpa,Hesperocyparis macrocarpa (Hartw.) Bartel,Callitropsis macrocarpa (Hartw.) D.P. Little; Cupressus macrocarpa Hartw.; Cupressus macrocarpa subsp. lobosensis Silba,MONTEREY CYPRESS,TJM2,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Hesperocyparis,nevadensis,(Abrams) Bartel,,,,Hesperocyparis nevadensis,Hesperocyparis nevadensis (Abrams) Bartel,Cupressus macnabiana A. Murray bis var. nevadensis Abrams; Callitropsis nevadensis (Abrams) D.P. Little; Cupressus arizonica Greene subsp. nevadensis (Abrams) A.E. Murray; Cupressus arizonica Greene var. nevadensis (Abrams) Little; Cupressus nevadensis Abrams,PIUTE CYPRESS,TJM2,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Hesperocyparis,pigmaea,(Lemmon) Bartel,,,,Hesperocyparis pigmaea,Hesperocyparis pigmaea (Lemmon) Bartel,"Callitropsis pygmaea (Lemmon) D.P. Little, orth. var.; Cupressus goveniana Gordon subsp. pygmaea (Lemmon) A. Camus, orth. var.; Cupressus goveniana Gordon subsp. pygmaea (Lemmon) Bartel, superfl., orth. var.; Cupressus goveniana subsp. pigmaea; Cupressus pygmaea (Lemmon) Sarg., orth. var.; Cupressus goveniana Gordon var. pygmaea Lemmon, orth. var.; Cupressus goveniana subsp. pygmaea (Lemmon) A. Camus, orth. var.; Cupressus goveniana Gordon var. pygmaea Lemmon, orth. var.",PYGMY CYPRESS,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,sargentii,(Jeps.) Bartel,,,,Hesperocyparis sargentii,Hesperocyparis sargentii (Jeps.) Bartel,Callitropsis sargentii (Jeps.) D.P. Little; Cupressus sargentii Jeps.; Cupressus sargentii Jeps. var. duttonii Jeps,SARGENT CYPRESS,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Hesperocyparis,stephensonii,(C.B. Wolf) Bartel,,,,Hesperocyparis stephensonii,Hesperocyparis stephensonii (C.B. Wolf) Bartel,"Callitropsis stephensonii (C.B. Wolf) D.P. Little; Cupressus arizonica Greene subsp. stephensonii (C.B. Wolf) E. Murray; Cupressus arizonica var. stephensonii (C.B. Wolf) Little; Cupressus arizonica subsp. revealiana (Silba) Silba; Cupressus arizonica var. revealiana Silba; Cupressus stephensonii C.B. Wolf; Hesperocyparis revealiana (Silba) Silba; Cupressus revealiana (Silba) Bisbee; Cupressus arizonica Greene subsp. arizonica, misappl.; Callitropsis arizonica (Greene) D.P. Little, misappl.; Cupressus arizonica var. glabra (Sudw.) Little, misappl",CUYAMACA CYPRESS,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,californica,Carrière,,,,Juniperus californica,Juniperus californica Carrière,,CALIFORNIA JUNIPER,TJM1,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,communis,,var.,Pursh,Pursh,Juniperus communis var. depressa,Juniperus communis L. var. depressa Pursh,,DEPRESSED JUNIPER,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,communis,,var.,Rehder,Rehder,Juniperus communis var. jackii,Juniperus communis L. var. jackii Rehder,"Juniperus communis var. montana Aiton, in part",JACKS JUNIPER,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,communis,,var.,Pall.,Pall.,Juniperus communis var. saxatilis,Juniperus communis L. var. saxatilis Pall.,"Juniperus communis var. depressa Pursh; Juniperus communis var. jackii Rehder; Juniperus communis var. montana Aiton, in part",MOUNTAIN JUNIPER,TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,grandis,R.P. Adams,,,,Juniperus grandis,Juniperus grandis R.P. Adams,Juniperus occidentalis Hook. var. australis (Vasek) A.H. Holmgren & N.H. Holmgren,"SIERRA JUNIPER, GRAND JUNIPER",TJM2,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,occidentalis,Hook.,,,,Juniperus occidentalis,Juniperus occidentalis Hook.,Juniperus occidentalis Hook. var. occidentalis,WESTERN JUNIPER,TJM1,GYMNOSPERMS,,
NATIVE,Cupressaceae,Juniperus,osteosperma,(Torr.) Little,,,,Juniperus osteosperma,Juniperus osteosperma (Torr.) Little,,UTAH JUNIPER,TJM1,GYMNOSPERMS,,
NATIVE,Cupressaceae,Sequoia,sempervirens,(D. Don) Endl.,,,,Sequoia sempervirens,Sequoia sempervirens (D. Don) Endl.,,NULL,TJM1,GYMNOSPERMS,,
NATIVE,Cupressaceae,Sequoiadendron,giganteum,(Lindl.) J. Buchholz,,,,Sequoiadendron giganteum,Sequoiadendron giganteum (Lindl.) J. Buchholz,,NULL,TJM1,GYMNOSPERMS,1,
NATIVE,Cupressaceae,Thuja,plicata,D. Don,,,,Thuja plicata,Thuja plicata D. Don,,"WESTERN RED CEDAR, CANOE CEDAR",TJM1,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,aspera,S. Watson,,,,Ephedra aspera,Ephedra aspera S. Watson,Ephedra clokeyi H.C. Cutler; Ephedra fasciculata A. Nelson; Ephedra fasciculata var. clokeyi (H.C. Cutler) Clokey; Ephedra fasciculata var. fasciculata; Ephedra nevadensis S. Watson var. aspera (Engelm. ex S. Watson) L.D. Benson; Ephedra peninsularis I.M. Johnst.; Ephedra reedii Cory,BOUNDARY EPHEDRA,TJM1,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,californica,S. Watson,,,,Ephedra californica,Ephedra californica S. Watson,,DESERT TEA,TJM1,GYMNOSPERMS,,
NATURALIZED,Ephedraceae,Ephedra,foeminea,Forssk.,,,,Ephedra foeminea,Ephedra foeminea Forssk.,"Ephedra distachya L., misappl.",NULL,TJM2,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,funerea,Coville & C.V. Morton,,,,Ephedra funerea,Ephedra funerea Coville & C.V. Morton,Ephedra californica S. Watson var. funerea (Coville & C.V. Morton) L.D. Benson,DEATH VALLEY EPHEDRA,TJM1,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,nevadensis,S. Watson,,,,Ephedra nevadensis,Ephedra nevadensis S. Watson,Ephedra nevadensis subvar. paucibracteata Stapf; Ephedra nevadensis f. rosea H.C. Cutler,NEVADA EPHEDRA,TJM1,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,trifurca,S. Watson,,,,Ephedra trifurca,Ephedra trifurca S. Watson,,LONGLEAF EPHEDRA,TJM1,GYMNOSPERMS,,
NATIVE,Ephedraceae,Ephedra,viridis,Coville,,,,Ephedra viridis,Ephedra viridis Coville,Ephedra nevadensis S. Watson subvar. pluribracteata Palmer ex Stapf; Ephedra nevadensis S. Watson var. viridis (Coville) M.E. Jones,GREEN EPHEDRA,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,amabilis,Douglas ex J. Forbes,,,,Abies amabilis,Abies amabilis Douglas ex J. Forbes,,PACIFIC SILVER FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,bracteata,(D. Don) A. Poit.,,,,Abies bracteata,Abies bracteata (D. Don) A. Poit.,Abies venusta (Douglas) K. Koch,BRISTLECONE FIR,TJM1,GYMNOSPERMS,1,
NATIVE,Pinaceae,Abies,concolor,(Gordon & Glend.) Lindl. ex Hildebr.,,,,Abies concolor,Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.,Abies lowiana (Gordon) A. Murray bis,WHITE FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,grandis,(Douglas ex D. Don) Lindl.,,,,Abies grandis,Abies grandis (Douglas ex D. Don) Lindl.,,GRAND FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,lasiocarpa,(Hook.) Nutt.,var.,,,Abies lasiocarpa var. lasiocarpa,Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa,,SUBALPINE FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,magnifica,,var.,Lanner,Lanner,Abies magnifica var. critchfieldii,Abies magnifica A. Murray bis var. critchfieldii Lanner,,CRITCHFIELD RED FIR,TJM2,GYMNOSPERMS,1,
NATIVE,Pinaceae,Abies,magnifica,A. Murray bis,var.,,,Abies magnifica var. magnifica,Abies magnifica A. Murray bis var. magnifica,,NULL,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,magnifica,,var.,Lemmon,Lemmon,Abies magnifica var. shastensis,Abies magnifica A. Murray bis var. shastensis Lemmon,Abies _shastensis (Lemmon) Lemmon,SHASTA RED FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Abies,procera,Rehder,,,,Abies procera,Abies procera Rehder,,NOBLE FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Picea,breweriana,S. Watson,,,,Picea breweriana,Picea breweriana S. Watson,,BREWER SPRUCE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Picea,engelmannii,Engelm.,,,,Picea engelmannii,Picea engelmannii Engelm.,,ENGELMANN SPRUCE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Picea,sitchensis,(Bong.) Carrière,,,,Picea sitchensis,Picea sitchensis (Bong.) Carrière,,SITKA SPRUCE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,albicaulis,Engelm.,,,,Pinus albicaulis,Pinus albicaulis Engelm.,,WHITEBARK PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,attenuata,Lemmon,,,,Pinus attenuata,Pinus attenuata Lemmon,,KNOBCONE PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,balfouriana,,subsp.,R.J. Mastrog. & J.D. Mastrog.,R.J. Mastrog. & J.D. Mastrog.,Pinus balfouriana subsp. austrina,Pinus balfouriana A.Murray bis & al. subsp. austrina R.J. Mastrog. & J.D. Mastrog.,,NULL,TJM1,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pinus,balfouriana,Grev. & Balf.,subsp.,,,Pinus balfouriana subsp. balfouriana,Pinus balfouriana Grev. & Balf. subsp. balfouriana,,NULL,TJM1,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pinus,contorta,,subsp.,(Parl.) Critchf.,(Parl.) Critchf.,Pinus contorta subsp. bolanderi,Pinus contorta Loudon subsp. bolanderi (Parl.) Critchf.,,BOLANDERS BEACH PINE,TJM1,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pinus,contorta,Loudon,subsp.,,,Pinus contorta subsp. contorta,Pinus contorta Loudon subsp. contorta,,SHORE PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,contorta,,subsp.,(A.Murray bis & al.) Engelm.,(A.Murray bis & al.) Engelm.,Pinus contorta subsp. murrayana,Pinus contorta Loudon subsp. murrayana (A.Murray bis & al.) Engelm.,Pinus murrayana Grev. & Balf.,LODGEPOLE PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,coulteri,D. Don,,,,Pinus coulteri,Pinus coulteri D. Don,,COULTER PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,edulis,Engelm.,,,,Pinus edulis,Pinus edulis Engelm.,,COLORADO PINYON,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,flexilis,E. James,,,,Pinus flexilis,Pinus flexilis E. James,,LIMBER PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,jeffreyi,A.Murray bis & al.,,,,Pinus jeffreyi,Pinus jeffreyi A.Murray bis & al.,,JEFFREY PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,lambertiana,Douglas,,,,Pinus lambertiana,Pinus lambertiana Douglas,,SUGAR PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,longaeva,D.K. Bailey,,,,Pinus longaeva,Pinus longaeva D.K. Bailey,"Pinus aristata Engelm., in part",BRISTLECONE PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,monophylla,Torr. & Frém.,,,,Pinus monophylla,Pinus monophylla Torr. & Frém.,Pinus californiarum D.K. Bailey,SINGLELEAF PINYON PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,monticola,Douglas ex D. Don,,,,Pinus monticola,Pinus monticola Douglas ex D. Don,,WESTERN WHITE PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,muricata,D. Don,,,,Pinus muricata,Pinus muricata D. Don,Pinus remorata H. Mason,BISHOP PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,ponderosa,,var.,J.R. Haller & Vivrette,J.R. Haller & Vivrette,Pinus ponderosa var. pacifica,Pinus ponderosa Douglas ex Lawson & C. Lawson var. pacifica J.R. Haller & Vivrette,Pinus benthamiana Hartw.; Pinus ponderosa Douglas ex Lawson & C. Lawson subsp. benthamiana (Hartw.) Silba; Pinus ponderosa Douglas ex Lawson & C. Lawson var. benthamiana (Hartw.) Vasey,PACIFIC PONDEROSA PINE,TJM2,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,ponderosa,Lawson & C. Lawson,var.,,,Pinus ponderosa var. ponderosa,Pinus ponderosa Lawson & C. Lawson var. ponderosa,,NORTH PLATEAU PONDEROSA PINE,TJM2,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,ponderosa,,var.,(H. Mason & Stockw.) J.R. Haller & Vivrette,(H. Mason & Stockw.) J.R. Haller & Vivrette,Pinus ponderosa var. washoensis,Pinus ponderosa Douglas ex Lawson & C. Lawson var. washoensis (H. Mason & Stockw.) J.R. Haller & Vivrette,Pinus washoensis H. Mason & Stockw.,WASHOE PINE,TJM2,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,quadrifolia,Parl. ex Sudw.,,,,Pinus quadrifolia,Pinus quadrifolia Parl. ex Sudw.,,PARRY PINYON PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,radiata,D. Don,,,,Pinus radiata,Pinus radiata D. Don,,MONTEREY PINE,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,sabiniana,Douglas,,,,Pinus sabiniana,Pinus sabiniana Douglas,,"GRAY, GHOST, or FOOTHILL PINE",TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Pinus,torreyana,,subsp.,J.R. Haller,J.R. Haller,Pinus torreyana subsp. insularis,Pinus torreyana Parry ex Carrière subsp. insularis J.R. Haller,,SANTA ROSA ISLAND TORREY PINE,TJM2,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pinus,torreyana,Parry ex Carrière,subsp.,,,Pinus torreyana subsp. torreyana,Pinus torreyana Parry ex Carrière subsp. torreyana,,TORREY PINE,TJM2,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pseudotsuga,macrocarpa,(Vasey) Mayr,,,,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa (Vasey) Mayr,,"BIGCONE DOUGLAS-FIR, BIGCONE SPRUCE",TJM1,GYMNOSPERMS,1,
NATIVE,Pinaceae,Pseudotsuga,menziesii,(Mirb.) Franco,var.,,,Pseudotsuga menziesii var. menziesii,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,,DOUGLAS-FIR,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Tsuga,heterophylla,(Raf.) Sarg.,,,,Tsuga heterophylla,Tsuga heterophylla (Raf.) Sarg.,,WESTERN HEMLOCK,TJM1,GYMNOSPERMS,,
NATIVE,Pinaceae,Tsuga,mertensiana,(Bong.) Carrière,,,,Tsuga mertensiana,Tsuga mertensiana (Bong.) Carrière,,MOUNTAIN HEMLOCK,TJM1,GYMNOSPERMS,,
NATIVE,Taxaceae,Taxus,brevifolia,Nutt.,,,,Taxus brevifolia,Taxus brevifolia Nutt.,Taxus brevifolia var. polychaeta Spjut; Taxus brevifolia var. reptaneta Spjut; Taxus brevifolia Nutt. var. brevifolia,PACIFIC YEW,TJM1,GYMNOSPERMS,,
NATIVE,Taxaceae,Torreya,californica,Torr.,,,,Torreya californica,Torreya californica Torr.,Torreya myristica Hook.; Tumion californicum (Torr.) Greene,CALIFORNIA-NUTMEG,TJM1,GYMNOSPERMS,1,
NATIVE,Cabombaceae,Brasenia,schreberi,J.F. Gmel.,,,,Brasenia schreberi,Brasenia schreberi J.F. Gmel.,Brasenia peltata Pursh; Brasenia purpurea (Michx.) Casp.; Cabomba peltata (Pursh) F. Muell.; Hydropeltis purpurea Michx.,NULL,TJM1,NYMPHAEALES,,
NATURALIZED,Cabombaceae,Cabomba,caroliniana,A. Gray,,,,Cabomba caroliniana,Cabomba caroliniana A. Gray,,NULL,TJM2,NYMPHAEALES,,
NATIVE,Nymphaeaceae,Nuphar,polysepala,Engelm.,,,,Nuphar polysepala,Nuphar polysepala Engelm.,Nuphar lutea (L.) Sm. subsp. polysepala (Engelm.) E.O. Beall; Nymphaea polysepala (Engelm.) Greene,NULL,TJM2,NYMPHAEALES,,
NATURALIZED,Nymphaeaceae,Nymphaea,mexicana,Zucc.,,,,Nymphaea mexicana,Nymphaea mexicana Zucc.,,YELLOW or BANANA WATERLILY,TJM1,NYMPHAEALES,,
NATURALIZED,Nymphaeaceae,Nymphaea,odorata,Aiton,,,,Nymphaea odorata,Nymphaea odorata Aiton,,FRAGRANT or WHITE WATERLILY,TJM1,NYMPHAEALES,,
NATIVE,Aristolochiaceae,Aristolochia,californica,Torr.,,,,Aristolochia californica,Aristolochia californica Torr.,Isotrema californicum (Torr.) H. Huber,NULL,TJM1,MAGNOLIIDS,1,
NATIVE,Aristolochiaceae,Asarum,caudatum,Lindl.,,,,Asarum caudatum,Asarum caudatum Lindl.,,NULL,TJM1,MAGNOLIIDS,,
NATIVE,Aristolochiaceae,Asarum,hartwegii,S. Watson,,,,Asarum hartwegii,Asarum hartwegii S. Watson,,NULL,TJM1,MAGNOLIIDS,,
NATIVE,Aristolochiaceae,Asarum,lemmonii,S. Watson,,,,Asarum lemmonii,Asarum lemmonii S. Watson,,NULL,TJM1,MAGNOLIIDS,1,
NATIVE,Aristolochiaceae,Asarum,marmoratum,Piper,,,,Asarum marmoratum,Asarum marmoratum Piper,,MARBLED WILD-GINGER,TJM1,MAGNOLIIDS,,
NATIVE,Calycanthaceae,Calycanthus,occidentalis,Hook. & Arn.,,,,Calycanthus occidentalis,Calycanthus occidentalis Hook. & Arn.,,"SWEET-SHRUB, SPICEBUSH",TJM1,MAGNOLIIDS,1,
NATURALIZED,Lauraceae,Cinnamomum,camphora,(L.) J. Presl,,,,Cinnamomum camphora,Cinnamomum camphora (L.) J. Presl,,CAMPHOR TREE,TJM2,MAGNOLIIDS,,
WAIF,Lauraceae,Laurus,nobilis,L.,,,,Laurus nobilis,Laurus nobilis L.,,BAY LAUREL,TJM2,MAGNOLIIDS,,
WAIF,Lauraceae,Persea,americana,Mill.,,,,Persea americana,Persea americana Mill.,,AVOCADO,TJM2,MAGNOLIIDS,,
NATIVE,Lauraceae,Umbellularia,californica,(Hook. & Arn.) Nutt.,,,,Umbellularia californica,Umbellularia californica (Hook. & Arn.) Nutt.,Umbellularia californica var. fresnensis Eastw.,NULL,TJM1,MAGNOLIIDS,,
NATIVE,Saururaceae,Anemopsis,californica,(Nutt.) Hook. & Arn.,,,,Anemopsis californica,Anemopsis californica (Nutt.) Hook. & Arn.,Anemopsis californica var. subglabra Kelso,YERBA MANSA,TJM1,MAGNOLIIDS,,
NATIVE,Ceratophyllaceae,Ceratophyllum,demersum,L.,,,,Ceratophyllum demersum,Ceratophyllum demersum L.,Ceratophyllum apiculatum Cham.,NULL,TJM1,CERATOPHYLLALES,,
NATURALIZED,Acanthaceae,Avicennia,marina,,var.,(Walp.) Moldenke,(Walp.) Moldenke,Avicennia marina var. australasica,Avicennia marina (Forssk.) Vierh. var. australasica (Walp.) Moldenke,Avicennia marina (Forssk.) Vierh. var. resinifera (G. Forst.) Bakh.,GRAY MANGROVE,TJM2,EUDICOTS,,
NATIVE,Acanthaceae,Carlowrightia,arizonica,A. Gray,,,,Carlowrightia arizonica,Carlowrightia arizonica A. Gray,,"ARIZONA CARLOWRIGHTIA, ARIZONA WRIGHTWORT",TJM1,EUDICOTS,,
NATIVE,Acanthaceae,Justicia,californica,(Benth.) D.N. Gibson,,,,Justicia californica,Justicia californica (Benth.) D.N. Gibson,Beloperone californica Benth.,"BELOPERONE, CHUPAROSA",TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Aptenia,cordifolia,(L. f.) Schwantes,,,,Aptenia cordifolia,Aptenia cordifolia (L. f.) Schwantes,Mesembryanthemum cordifolium L. f.,BABY SUN-ROSE,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Carpobrotus,chilensis,(Molina) N.E. Br.,,,,Carpobrotus chilensis,Carpobrotus chilensis (Molina) N.E. Br.,Mesembryanthemum chilensis Molina,SEA FIG,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Carpobrotus,edulis,(L.) N.E. Br.,,,,Carpobrotus edulis,Carpobrotus edulis (L.) N.E. Br.,Mesembryanthemum edule L.,FREEWAY ICEPLANT,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Conicosia,pugioniformis,(L.) N.E. Br.,,,,Conicosia pugioniformis,Conicosia pugioniformis (L.) N.E. Br.,Mesembryanthemum pugioniforme L.,NARROWLEAF ICEPLANT,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Cypselea,humifusa,Turpin,,,,Cypselea humifusa,Cypselea humifusa Turpin,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Delosperma,litorale,(Kensit) L. Bolus,,,,Delosperma litorale,Delosperma litorale (Kensit) L. Bolus,Mesembryanthemum litorale Kensit,NULL,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Drosanthemum,floribundum,(Haw.) Schwantes,,,,Drosanthemum floribundum,Drosanthemum floribundum (Haw.) Schwantes,Mesembryanthemum floribundum Haw.,NULL,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Malephora,crocea,(Jacq.) Schwantes,,,,Malephora crocea,Malephora crocea (Jacq.) Schwantes,Malephora purpureo-crocea (Haw.) Schwantes,NULL,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Mesembryanthemum,crystallinum,L.,,,,Mesembryanthemum crystallinum,Mesembryanthemum crystallinum L.,,CRYSTALLINE ICEPLANT,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Mesembryanthemum,nodiflorum,L.,,,,Mesembryanthemum nodiflorum,Mesembryanthemum nodiflorum L.,,SLENDER-LEAVED ICEPLANT,TJM1,EUDICOTS,,
NATIVE,Aizoaceae,Sesuvium,verrucosum,Raf.,,,,Sesuvium verrucosum,Sesuvium verrucosum Raf.,,WESTERN SEA-PURSLANE,TJM1,EUDICOTS,,
NATURALIZED,Aizoaceae,Tetragonia,tetragonoides,(Pall.) Kuntze,,,,Tetragonia tetragonoides,Tetragonia tetragonoides (Pall.) Kuntze,Demidovia tetragonoides Pall.; Tetragonia expansa Murray,NEW ZEALAND SPINACH,TJM2,EUDICOTS,,
NATIVE,Aizoaceae,Trianthema,portulacastrum,L.,,,,Trianthema portulacastrum,Trianthema portulacastrum L.,Sesuvium portulacastrum (L.) L.,NULL,TJM1,EUDICOTS,,
